subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Balik Pulau,House,4,2400.0,Freehold,698000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,1800.0,Freehold,750000,South West Penang Island,Island
Balik Pulau,House,4,1800.0,Freehold,700000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,638000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,628000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,950000,South West Penang Island,Island
Bukit Mertajam,House,3,1195.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,4,1254.0,Freehold,518000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,950.0,Freehold,850000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1190.0,Freehold,510000,Central Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,460000,North East Penang Island,Island
Bayan Lepas,House,4,2000.0,Freehold,695000,South West Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,1000.0,Freehold,410000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1720.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,990.0,Freehold,438000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1097.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1945.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,1659.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,560000,North East Penang Island,Island
Bayan Baru,Apartment / Condominium,3,938.0,Leasehold,510000,South West Penang Island,Island
Pulau Tikus,Apartment / Condominium,4,1824.0,Freehold,1050000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Baru,Apartment / Condominium,3,980.0,Freehold,399000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,4,1300.0,Freehold,520000,South West Penang Island,Island
Gelugor,Apartment / Condominium,4,2314.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2314.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2314.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,650000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1300.0,Freehold,630000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1345.0,Freehold,485000,South West Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1600.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1365.0,Freehold,1080000,North East Penang Island,Island
Pulau Tikus,Apartment / Condominium,3,1000.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1465.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1365.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1635.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1100.0,Freehold,650000,South West Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,520000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,4,2400.0,Freehold,870000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1250.0,Freehold,660000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,4,1450.0,Freehold,780000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1680.0,Freehold,660000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,2100.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1185.0,Freehold,1080000,North East Penang Island,Island
Alma,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1050.0,Leasehold,410000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Baru,House,4,1500.0,Freehold,1080000,South West Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,1088.0,Freehold,530000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Perai,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Batu Uban,Apartment / Condominium,3,1475.0,Freehold,1080000,North East Penang Island,Island
Batu Uban,Apartment / Condominium,3,1475.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,580000,North East Penang Island,Island
Pulau Tikus,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1750.0,Freehold,1080000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Kawan,House,4,2290.0,Freehold,898000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,400000,North East Penang Island,Island
Bukit Mertajam,House,3,1400.0,Freehold,425000,Central Seberang Perai,Mainland
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,House,3,1400.0,Freehold,800000,South West Penang Island,Island
Balik Pulau,House,3,938.0,Leasehold,399000,South West Penang Island,Island
Sungai Nibong,House,3,1400.0,Freehold,800000,North East Penang Island,Island
Bukit Mertajam,House,4,1760.0,Freehold,540000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,430000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1250.0,Freehold,950000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1720.0,Freehold,1080000,North East Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,1012.0,Freehold,399000,North Seberang Perai,Mainland
Tanjong Tokong,House,3,1468.0,Freehold,950000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1367.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1528.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,550000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,1720.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1720.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1031.0,Leasehold,810000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1450.0,Leasehold,820000,North East Penang Island,Island
Relau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,1760.0,Freehold,520000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1862.0,Freehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,1911.0,Freehold,540000,South West Penang Island,Island
Greenlane,House,4,2200.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,405000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1116.0,Freehold,500000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Bertam,House,3,1200.0,Freehold,399000,North Seberang Perai,Mainland
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Nibong,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1260.0,Freehold,820000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1055.0,Freehold,828000,North East Penang Island,Island
Seberang Jaya,Apartment / Condominium,3,945.0,Freehold,399000,Central Seberang Perai,Mainland
Batu Kawan,Apartment / Condominium,4,1290.0,Freehold,590000,South Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,4,1000.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1000.0,Freehold,479000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1140.0,Freehold,665900,South West Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Pulau Tikus,Apartment / Condominium,3,938.0,Freehold,465000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,490000,North East Penang Island,Island
Bukit Mertajam,House,4,1400.0,Freehold,420000,Central Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Ferringhi,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1244.0,Freehold,600000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,1100.0,Leasehold,399000,North Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1100.0,Leasehold,400000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1700.0,Freehold,630000,North Seberang Perai,Mainland
Kepala Batas,House,4,1540.0,Freehold,420000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,4,1900.0,Freehold,773000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Bayan Baru,House,3,1740.0,Leasehold,670000,South West Penang Island,Island
Pulau Tikus,House,4,2200.0,Freehold,1080000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,440000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1355.0,Freehold,430000,Central Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,712500,Central Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1420.0,Freehold,620000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Perai,Apartment / Condominium,3,1087.0,Freehold,520000,Central Seberang Perai,Mainland
Seberang Jaya,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,399000,South West Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,738000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1550.0,Freehold,600000,South West Penang Island,Island
Seberang Jaya,House,3,2400.0,Freehold,399000,Central Seberang Perai,Mainland
Gelugor,House,4,2000.0,Freehold,875000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1250.0,Freehold,735000,South West Penang Island,Island
Greenlane,House,4,1990.0,Freehold,1080000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1000.0,Freehold,480000,North East Penang Island,Island
Balik Pulau,House,4,1940.0,Freehold,550000,South West Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,1230.0,Freehold,510000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1100.0,Freehold,600000,North East Penang Island,Island
