property_name,property_listing,property_type
For Sale - 3 Storey Bungalow 6500sqft Cangkat Minden Heights,https://www.propertyguru.com.my/property-listing/3-storey-bungalow-6500sqft-cangkat-minden-heights-for-sale-by-zhonl-saw-boon-loong-30944945,bungalow
For Sale - 3 Storey Bungalow 6500sqft Cangkat Minden Heights,https://www.propertyguru.com.my/property-listing/3-storey-bungalow-6500sqft-cangkat-minden-heights-for-sale-by-zhonl-saw-boon-loong-30944945,bungalow
For Sale - Summerhill Villas Semi D _12234sqft,https://www.propertyguru.com.my/property-listing/summerhill-villas-semi-d-12234sqft-for-sale-by-zhonl-saw-boon-loong-33517652,bungalow
For Sale - Summerhill Villas Semi D _12234sqft,https://www.propertyguru.com.my/property-listing/summerhill-villas-semi-d-12234sqft-for-sale-by-zhonl-saw-boon-loong-33517652,bungalow
For Sale - Sunway Bukit Gambier,https://www.propertyguru.com.my/property-listing/sunway-bukit-gambier-for-sale-by-zhonl-saw-boon-loong-31421045,bungalow
For Sale - Sunway Bukit Gambier,https://www.propertyguru.com.my/property-listing/sunway-bukit-gambier-for-sale-by-zhonl-saw-boon-loong-31421045,bungalow
For Sale - Bungalow 2 Storey Sungai Ara (3950sqft),https://www.propertyguru.com.my/property-listing/bungalow-2-storey-sungai-ara-3950sqft-for-sale-by-zhonl-saw-boon-loong-32625433,bungalow
For Sale - Bungalow 2 Storey Sungai Ara (3950sqft),https://www.propertyguru.com.my/property-listing/bungalow-2-storey-sungai-ara-3950sqft-for-sale-by-zhonl-saw-boon-loong-32625433,bungalow
For Sale - Minden Height 2 Storey Bungalow (Land 9396sqft),https://www.propertyguru.com.my/property-listing/minden-height-2-storey-bungalow-land-9396sqft-for-sale-by-zhonl-saw-boon-loong-32623883,bungalow
For Sale - Minden Height 2 Storey Bungalow (Land 9396sqft),https://www.propertyguru.com.my/property-listing/minden-height-2-storey-bungalow-land-9396sqft-for-sale-by-zhonl-saw-boon-loong-32623883,bungalow
For Sale - D Residence Bungalow 5522sqft Bayan Mutiara,https://www.propertyguru.com.my/property-listing/d-residence-bungalow-5522sqft-bayan-mutiara-for-sale-by-zhonl-saw-boon-loong-31417461,bungalow
For Sale - D Residence Bungalow 5522sqft Bayan Mutiara,https://www.propertyguru.com.my/property-listing/d-residence-bungalow-5522sqft-bayan-mutiara-for-sale-by-zhonl-saw-boon-loong-31417461,bungalow
For Sale - Minden Height 2 Storey Bungalow (Land 9396sqft),https://www.propertyguru.com.my/property-listing/minden-height-2-storey-bungalow-land-9396sqft-for-sale-by-zhonl-saw-boon-loong-32623834,bungalow
For Sale - Minden Height 2 Storey Bungalow (Land 9396sqft),https://www.propertyguru.com.my/property-listing/minden-height-2-storey-bungalow-land-9396sqft-for-sale-by-zhonl-saw-boon-loong-32623834,bungalow
For Sale - Bungalow 2 storey 7000sf Minden Heights,https://www.propertyguru.com.my/property-listing/bungalow-2-storey-7000sf-minden-heights-for-sale-by-zhonl-saw-boon-loong-29854537,bungalow
For Sale - Bungalow 2 storey 7000sf Minden Heights,https://www.propertyguru.com.my/property-listing/bungalow-2-storey-7000sf-minden-heights-for-sale-by-zhonl-saw-boon-loong-29854537,bungalow
For Sale - Bungalow Corner 2 Storey _ Minden heights,https://www.propertyguru.com.my/property-listing/bungalow-corner-2-storey-minden-heights-for-sale-by-zhonl-saw-boon-loong-32945340,bungalow
For Sale - Bungalow Corner 2 Storey _ Minden heights,https://www.propertyguru.com.my/property-listing/bungalow-corner-2-storey-minden-heights-for-sale-by-zhonl-saw-boon-loong-32945340,bungalow
For Sale - Minden Heights Gelugor 2 Storey Bungalow 8200sqft,https://www.propertyguru.com.my/property-listing/minden-heights-gelugor-2-storey-bungalow-8200sqft-for-sale-by-zhonl-saw-boon-loong-28215146,bungalow
For Sale - Minden Heights Gelugor 2 Storey Bungalow 8200sqft,https://www.propertyguru.com.my/property-listing/minden-heights-gelugor-2-storey-bungalow-8200sqft-for-sale-by-zhonl-saw-boon-loong-28215146,bungalow
For Sale - Cangkat Minden 2. 5 Storey Bungalow _7500 sf,https://www.propertyguru.com.my/property-listing/cangkat-minden-2-5-storey-bungalow-7500-sf-for-sale-by-zhonl-saw-boon-loong-28937038,bungalow
For Sale - Cangkat Minden 2. 5 Storey Bungalow _7500 sf,https://www.propertyguru.com.my/property-listing/cangkat-minden-2-5-storey-bungalow-7500-sf-for-sale-by-zhonl-saw-boon-loong-28937038,bungalow
For Sale - Minden Heights 2 Storey Bungalow Land 6383sf Gelugor,https://www.propertyguru.com.my/property-listing/minden-heights-2-storey-bungalow-land-6383sf-gelugor-for-sale-by-zhonl-saw-boon-loong-30092102,bungalow
For Sale - Minden Heights 2 Storey Bungalow Land 6383sf Gelugor,https://www.propertyguru.com.my/property-listing/minden-heights-2-storey-bungalow-land-6383sf-gelugor-for-sale-by-zhonl-saw-boon-loong-30092102,bungalow
For Sale - Minden Heights 2 Storey Bungalow Land 6020sf,https://www.propertyguru.com.my/property-listing/minden-heights-2-storey-bungalow-land-6020sf-for-sale-by-zhonl-saw-boon-loong-29820539,bungalow
For Sale - Minden Heights 2 Storey Bungalow Land 6020sf,https://www.propertyguru.com.my/property-listing/minden-heights-2-storey-bungalow-land-6020sf-for-sale-by-zhonl-saw-boon-loong-29820539,bungalow
For Sale - Greenlane Bungalow 2 Storey_ Island glades,https://www.propertyguru.com.my/property-listing/greenlane-bungalow-2-storey-island-glades-for-sale-by-zhonl-saw-boon-loong-30157784,bungalow
For Sale - Greenlane Bungalow 2 Storey_ Island glades,https://www.propertyguru.com.my/property-listing/greenlane-bungalow-2-storey-island-glades-for-sale-by-zhonl-saw-boon-loong-30157784,bungalow
For Sale - Bungalow Corner 2 Storey _ Minden heights,https://www.propertyguru.com.my/property-listing/bungalow-corner-2-storey-minden-heights-for-sale-by-zhonl-saw-boon-loong-30345215,bungalow
For Sale - Bungalow Corner 2 Storey _ Minden heights,https://www.propertyguru.com.my/property-listing/bungalow-corner-2-storey-minden-heights-for-sale-by-zhonl-saw-boon-loong-30345215,bungalow
For Sale - Bungalow 2 Storey (9000sqft Land) Minden,https://www.propertyguru.com.my/property-listing/bungalow-2-storey-9000sqft-land-minden-for-sale-by-zhonl-saw-boon-loong-30618847,bungalow
For Sale - Bungalow 2 Storey (9000sqft Land) Minden,https://www.propertyguru.com.my/property-listing/bungalow-2-storey-9000sqft-land-minden-for-sale-by-zhonl-saw-boon-loong-30618847,bungalow
For Sale - Casa Grande Bungalow Jesselton,https://www.propertyguru.com.my/property-listing/casa-grande-bungalow-jesselton-for-sale-by-zhonl-saw-boon-loong-27518258,bungalow
For Sale - Casa Grande Bungalow Jesselton,https://www.propertyguru.com.my/property-listing/casa-grande-bungalow-jesselton-for-sale-by-zhonl-saw-boon-loong-27518258,bungalow
For Sale - Taman Tambun Indah,https://www.propertyguru.com.my/property-listing/taman-tambun-indah-for-sale-by-elaine-ooi-34363193,bungalow
For Sale - Taman Tambun Indah,https://www.propertyguru.com.my/property-listing/taman-tambun-indah-for-sale-by-elaine-ooi-34363193,bungalow
For Sale - The Sanctuary Solok Batu Uban The Century,https://www.propertyguru.com.my/property-listing/the-sanctuary-solok-batu-uban-the-century-for-sale-by-elaine-ooi-34729686,bungalow
For Sale - The Sanctuary Solok Batu Uban The Century,https://www.propertyguru.com.my/property-listing/the-sanctuary-solok-batu-uban-the-century-for-sale-by-elaine-ooi-34729686,bungalow
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-elaine-ooi-33658627,bungalow
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-elaine-ooi-33658627,bungalow
For Sale - Medan York @ Georgetown,https://www.propertyguru.com.my/property-listing/medan-york-georgetown-for-sale-by-elaine-ooi-33641753,bungalow
For Sale - Medan York @ Georgetown,https://www.propertyguru.com.my/property-listing/medan-york-georgetown-for-sale-by-elaine-ooi-33641753,bungalow
For Sale - Jalan Bunga Pudak @ Tanjung Bungah,https://www.propertyguru.com.my/property-listing/jalan-bunga-pudak-tanjung-bungah-for-sale-by-jeffrey-yeoh-29738045,bungalow
For Sale - Jalan Bunga Pudak @ Tanjung Bungah,https://www.propertyguru.com.my/property-listing/jalan-bunga-pudak-tanjung-bungah-for-sale-by-jeffrey-yeoh-29738045,bungalow
For Sale - Lorong Lembah Permai Tanjung Bungah Single Storey Bungalow,https://www.propertyguru.com.my/property-listing/lorong-lembah-permai-tanjung-bungah-single-storey-bungalow-for-sale-by-kenneth-kung-35501832,bungalow
For Sale - Lorong Lembah Permai Tanjung Bungah Single Storey Bungalow,https://www.propertyguru.com.my/property-listing/lorong-lembah-permai-tanjung-bungah-single-storey-bungalow-for-sale-by-kenneth-kung-35501832,bungalow
For Sale - DOUBLE STOREY BUNGALOW AT TANJUNG TOKONG,https://www.propertyguru.com.my/property-listing/double-storey-bungalow-at-tanjung-tokong-for-sale-by-fennie-seow-35499079,bungalow
For Sale - DOUBLE STOREY BUNGALOW AT TANJUNG TOKONG,https://www.propertyguru.com.my/property-listing/double-storey-bungalow-at-tanjung-tokong-for-sale-by-fennie-seow-35499079,bungalow
For Sale - Jalan Bunga Kaca Piring,https://www.propertyguru.com.my/property-listing/jalan-bunga-kaca-piring-for-sale-by-shu-fen-35498548,bungalow
For Sale - Jalan Bunga Kaca Piring,https://www.propertyguru.com.my/property-listing/jalan-bunga-kaca-piring-for-sale-by-shu-fen-35498548,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497542,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497542,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497234,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497234,bungalow
For Sale - Pulau Tikus Bungalow,https://www.propertyguru.com.my/property-listing/pulau-tikus-bungalow-for-sale-by-june-goh-35497260,bungalow
For Sale - Pulau Tikus Bungalow,https://www.propertyguru.com.my/property-listing/pulau-tikus-bungalow-for-sale-by-june-goh-35497260,bungalow
For Sale - 98 Residence @ Bukit Mertajam,https://www.propertyguru.com.my/property-listing/98-residence-bukit-mertajam-for-sale-by-quinn-beh-33814862,bungalow
For Sale - 98 Residence @ Bukit Mertajam,https://www.propertyguru.com.my/property-listing/98-residence-bukit-mertajam-for-sale-by-quinn-beh-33814862,bungalow
For Sale - Abel Residence Condominium,https://www.propertyguru.com.my/property-listing/abel-residence-condominium-for-sale-by-quinn-beh-34989774,bungalow
For Sale - Abel Residence Condominium,https://www.propertyguru.com.my/property-listing/abel-residence-condominium-for-sale-by-quinn-beh-34989774,bungalow
For Sale - 2s Bungalow Bunga Kaca Piring @ Tanjung Bungah ~ Land 8786` ~ Big Compound,https://www.propertyguru.com.my/property-listing/2s-bungalow-bunga-kaca-piring-tanjung-bungah-land-8786-big-compound-for-sale-by-lilly-35497187,bungalow
For Sale - 2s Bungalow Bunga Kaca Piring @ Tanjung Bungah ~ Land 8786` ~ Big Compound,https://www.propertyguru.com.my/property-listing/2s-bungalow-bunga-kaca-piring-tanjung-bungah-land-8786-big-compound-for-sale-by-lilly-35497187,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497114,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35497114,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496975,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496975,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496856,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496856,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496802,bungalow
For Sale - 35 Pearl Villas,https://www.propertyguru.com.my/property-listing/35-pearl-villas-for-sale-by-jacyntha-lee-35496802,bungalow
"For Sale - 2sty Bungalow House, Jalan Tunku Abdul Rahman, 14000sf, Georgetown",https://www.propertyguru.com.my/property-listing/2sty-bungalow-house-jalan-tunku-abdul-rahman-14000sf-georgetown-for-sale-by-edward-lee-35496649,bungalow
"For Sale - 2sty Bungalow House, Jalan Tunku Abdul Rahman, 14000sf, Georgetown",https://www.propertyguru.com.my/property-listing/2sty-bungalow-house-jalan-tunku-abdul-rahman-14000sf-georgetown-for-sale-by-edward-lee-35496649,bungalow
For Sale - The LIGHT COLLECTION I,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-brian-ooi-35492399,bungalow
For Sale - The LIGHT COLLECTION I,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-brian-ooi-35492399,bungalow
"For Sale - Tanjung Bungah Park, Tanjung Bungah",https://www.propertyguru.com.my/property-listing/tanjung-bungah-park-tanjung-bungah-for-sale-by-rex-tung-35496326,bungalow
"For Sale - Tanjung Bungah Park, Tanjung Bungah",https://www.propertyguru.com.my/property-listing/tanjung-bungah-park-tanjung-bungah-for-sale-by-rex-tung-35496326,bungalow
For Sale - Moonlight Bay Condovilla,https://www.propertyguru.com.my/property-listing/moonlight-bay-condovilla-for-sale-by-jason-lim-35493914,bungalow
For Sale - Moonlight Bay Condovilla,https://www.propertyguru.com.my/property-listing/moonlight-bay-condovilla-for-sale-by-jason-lim-35493914,bungalow
For Sale - LANDED SALE 1 STOREY BUNGALOW AT TANJUNG BUNGAH PARK VERY GOOD CONDITION,https://www.propertyguru.com.my/property-listing/landed-sale-1-storey-bungalow-at-tanjung-bungah-park-very-good-condition-for-sale-by-jinson-wong-35492605,bungalow
For Sale - LANDED SALE 1 STOREY BUNGALOW AT TANJUNG BUNGAH PARK VERY GOOD CONDITION,https://www.propertyguru.com.my/property-listing/landed-sale-1-storey-bungalow-at-tanjung-bungah-park-very-good-condition-for-sale-by-jinson-wong-35492605,bungalow
For Sale - Ferringhi Villa,https://www.propertyguru.com.my/property-listing/ferringhi-villa-for-sale-by-kk-kwok-35492891,bungalow
For Sale - Ferringhi Villa,https://www.propertyguru.com.my/property-listing/ferringhi-villa-for-sale-by-kk-kwok-35492891,bungalow
For Sale - 3S Bungalow on Persiaran Cantonment in Pulau Tikus,https://www.propertyguru.com.my/property-listing/3s-bungalow-on-persiaran-cantonment-in-pulau-tikus-for-sale-by-serena-tan-33585266,bungalow
For Sale - 3S Bungalow on Persiaran Cantonment in Pulau Tikus,https://www.propertyguru.com.my/property-listing/3s-bungalow-on-persiaran-cantonment-in-pulau-tikus-for-sale-by-serena-tan-33585266,bungalow
For Sale - Moonlight Bay Villa,https://www.propertyguru.com.my/property-listing/moonlight-bay-villa-for-sale-by-caiwei-chew-35491763,bungalow
For Sale - Moonlight Bay Villa,https://www.propertyguru.com.my/property-listing/moonlight-bay-villa-for-sale-by-caiwei-chew-35491763,bungalow
For Sale - Moonlight Bay Condovilla,https://www.propertyguru.com.my/property-listing/moonlight-bay-condovilla-for-sale-by-loh-cl-35491287,bungalow
For Sale - Moonlight Bay Condovilla,https://www.propertyguru.com.my/property-listing/moonlight-bay-condovilla-for-sale-by-loh-cl-35491287,bungalow
For Sale - The Santuary Century Bungalow 3 Storey Solok Batu Uban,https://www.propertyguru.com.my/property-listing/the-santuary-century-bungalow-3-storey-solok-batu-uban-for-sale-by-chris-ooi-35491175,bungalow
For Sale - The Santuary Century Bungalow 3 Storey Solok Batu Uban,https://www.propertyguru.com.my/property-listing/the-santuary-century-bungalow-3-storey-solok-batu-uban-for-sale-by-chris-ooi-35491175,bungalow
For Sale - Machang Bubok 3 Storey Bangalow,https://www.propertyguru.com.my/property-listing/machang-bubok-3-storey-bangalow-for-sale-by-jocelyn-neoh-33613675,bungalow
For Sale - Machang Bubok 3 Storey Bangalow,https://www.propertyguru.com.my/property-listing/machang-bubok-3-storey-bangalow-for-sale-by-jocelyn-neoh-33613675,bungalow
For Sale - Hill Park  Residence,https://www.propertyguru.com.my/property-listing/hill-park-residence-for-sale-by-jocelyn-neoh-34911701,bungalow
For Sale - Hill Park  Residence,https://www.propertyguru.com.my/property-listing/hill-park-residence-for-sale-by-jocelyn-neoh-34911701,bungalow
"For Sale - Taman Telok Molex, Butterworth",https://www.propertyguru.com.my/property-listing/taman-telok-molex-butterworth-for-sale-by-lily-ong-35488920,bungalow
"For Sale - Taman Telok Molex, Butterworth",https://www.propertyguru.com.my/property-listing/taman-telok-molex-butterworth-for-sale-by-lily-ong-35488920,bungalow
"For Sale - Taman Minden Heights, Gelugor, Penang",https://www.propertyguru.com.my/property-listing/taman-minden-heights-gelugor-penang-for-sale-by-pen-teo-34538127,bungalow
"For Sale - Taman Minden Heights, Gelugor, Penang",https://www.propertyguru.com.my/property-listing/taman-minden-heights-gelugor-penang-for-sale-by-pen-teo-34538127,bungalow
"For Sale - 3 Storey Bungalow @ Preston Oaks, Jalan Lim Mah Chye, Georgetown, Penang",https://www.propertyguru.com.my/property-listing/3-storey-bungalow-preston-oaks-jalan-lim-mah-chye-georgetown-penang-for-sale-by-dominic-ong-27693875,bungalow
"For Sale - 3 Storey Bungalow @ Preston Oaks, Jalan Lim Mah Chye, Georgetown, Penang",https://www.propertyguru.com.my/property-listing/3-storey-bungalow-preston-oaks-jalan-lim-mah-chye-georgetown-penang-for-sale-by-dominic-ong-27693875,bungalow
"For Sale - 3S Detached Residence on Jalan Tunku Abdul Rahman, Pulau Tikus",https://www.propertyguru.com.my/property-listing/3s-detached-residence-on-jalan-tunku-abdul-rahman-pulau-tikus-for-sale-by-serena-tan-33025142,bungalow
